image_id,label,relative_path
IMG_DAMAGED_0084,damaged,data/images/damaged/IMG_DAMAGED_0084.jpg
IMG_DAMAGED_0085,damaged,data/images/damaged/IMG_DAMAGED_0085.jpg
IMG_DAMAGED_0086,damaged,data/images/damaged/IMG_DAMAGED_0086.jpg
IMG_DAMAGED_0087,damaged,data/images/damaged/IMG_DAMAGED_0087.jpg
IMG_DAMAGED_0088,damaged,data/images/damaged/IMG_DAMAGED_0088.jpg
IMG_DAMAGED_0089,damaged,data/images/damaged/IMG_DAMAGED_0089.jpg
IMG_DAMAGED_0090,damaged,data/images/damaged/IMG_DAMAGED_0090.jpg
IMG_DAMAGED_0091,damaged,data/images/damaged/IMG_DAMAGED_0091.jpg
IMG_DAMAGED_0092,damaged,data/images/damaged/IMG_DAMAGED_0092.jpg
IMG_DAMAGED_0093,damaged,data/images/damaged/IMG_DAMAGED_0093.jpg
IMG_DAMAGED_0094,damaged,data/images/damaged/IMG_DAMAGED_0094.jpg
IMG_DAMAGED_0095,damaged,data/images/damaged/IMG_DAMAGED_0095.jpg
IMG_DAMAGED_0096,damaged,data/images/damaged/IMG_DAMAGED_0096.jpg
IMG_DAMAGED_0097,damaged,data/images/damaged/IMG_DAMAGED_0097.jpg
IMG_DAMAGED_0098,damaged,data/images/damaged/IMG_DAMAGED_0098.jpg
IMG_DAMAGED_0099,damaged,data/images/damaged/IMG_DAMAGED_0099.jpg
IMG_DAMAGED_0100,damaged,data/images/damaged/IMG_DAMAGED_0100.jpg
IMG_DAMAGED_0101,damaged,data/images/damaged/IMG_DAMAGED_0101.jpg
IMG_DAMAGED_0102,damaged,data/images/damaged/IMG_DAMAGED_0102.jpg
IMG_DAMAGED_0103,damaged,data/images/damaged/IMG_DAMAGED_0103.jpg
IMG_DAMAGED_0104,damaged,data/images/damaged/IMG_DAMAGED_0104.jpg
IMG_DAMAGED_0105,damaged,data/images/damaged/IMG_DAMAGED_0105.jpg
IMG_DAMAGED_0106,damaged,data/images/damaged/IMG_DAMAGED_0106.jpg
IMG_DAMAGED_0107,damaged,data/images/damaged/IMG_DAMAGED_0107.jpg
IMG_DAMAGED_0108,damaged,data/images/damaged/IMG_DAMAGED_0108.jpg
IMG_DAMAGED_0109,damaged,data/images/damaged/IMG_DAMAGED_0109.jpg
IMG_DAMAGED_0110,damaged,data/images/damaged/IMG_DAMAGED_0110.jpg
IMG_DAMAGED_0111,damaged,data/images/damaged/IMG_DAMAGED_0111.jpg
IMG_DAMAGED_0112,damaged,data/images/damaged/IMG_DAMAGED_0112.jpg
IMG_DAMAGED_0113,damaged,data/images/damaged/IMG_DAMAGED_0113.jpg
IMG_DAMAGED_0114,damaged,data/images/damaged/IMG_DAMAGED_0114.jpg
IMG_DAMAGED_0115,damaged,data/images/damaged/IMG_DAMAGED_0115.jpg
IMG_DAMAGED_0116,damaged,data/images/damaged/IMG_DAMAGED_0116.jpg
IMG_DAMAGED_0117,damaged,data/images/damaged/IMG_DAMAGED_0117.jpg
IMG_DAMAGED_0118,damaged,data/images/damaged/IMG_DAMAGED_0118.jpg
IMG_DAMAGED_0119,damaged,data/images/damaged/IMG_DAMAGED_0119.jpg
IMG_DAMAGED_0120,damaged,data/images/damaged/IMG_DAMAGED_0120.jpg
IMG_WRONG_ITEM_0001,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0001.jpg
IMG_WRONG_ITEM_0002,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0002.jpg
IMG_WRONG_ITEM_0003,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0003.jpg
IMG_WRONG_ITEM_0004,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0004.jpg
IMG_WRONG_ITEM_0005,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0005.jpg
IMG_WRONG_ITEM_0006,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0006.jpg
IMG_WRONG_ITEM_0007,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0007.jpg
IMG_WRONG_ITEM_0008,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0008.jpg
IMG_WRONG_ITEM_0009,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0009.jpg
IMG_WRONG_ITEM_0010,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0010.jpg
IMG_WRONG_ITEM_0011,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0011.jpg
IMG_WRONG_ITEM_0012,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0012.jpg
IMG_WRONG_ITEM_0013,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0013.jpg
IMG_WRONG_ITEM_0014,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0014.jpg
IMG_WRONG_ITEM_0015,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0015.jpg
IMG_WRONG_ITEM_0016,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0016.jpg
IMG_WRONG_ITEM_0017,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0017.jpg
IMG_WRONG_ITEM_0018,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0018.jpg
IMG_WRONG_ITEM_0019,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0019.jpg
IMG_WRONG_ITEM_0020,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0020.jpg
IMG_WRONG_ITEM_0021,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0021.jpg
IMG_WRONG_ITEM_0022,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0022.jpg
IMG_WRONG_ITEM_0023,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0023.jpg
IMG_WRONG_ITEM_0024,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0024.jpg
IMG_WRONG_ITEM_0025,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0025.jpg
IMG_WRONG_ITEM_0026,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0026.jpg
IMG_WRONG_ITEM_0027,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0027.jpg
IMG_WRONG_ITEM_0028,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0028.jpg
IMG_WRONG_ITEM_0029,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0029.jpg
IMG_WRONG_ITEM_0030,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0030.jpg
IMG_WRONG_ITEM_0031,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0031.jpg
IMG_WRONG_ITEM_0032,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0032.jpg
IMG_WRONG_ITEM_0033,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0033.jpg
IMG_WRONG_ITEM_0034,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0034.jpg
IMG_WRONG_ITEM_0035,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0035.jpg
IMG_WRONG_ITEM_0036,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0036.jpg
IMG_WRONG_ITEM_0037,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0037.jpg
IMG_WRONG_ITEM_0038,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0038.jpg
IMG_WRONG_ITEM_0039,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0039.jpg
IMG_WRONG_ITEM_0040,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0040.jpg
IMG_WRONG_ITEM_0041,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0041.jpg
IMG_WRONG_ITEM_0042,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0042.jpg
IMG_WRONG_ITEM_0043,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0043.jpg
IMG_WRONG_ITEM_0044,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0044.jpg
IMG_WRONG_ITEM_0045,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0045.jpg
IMG_WRONG_ITEM_0046,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0046.jpg
IMG_WRONG_ITEM_0047,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0047.jpg
IMG_WRONG_ITEM_0048,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0048.jpg
IMG_WRONG_ITEM_0049,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0049.jpg
IMG_WRONG_ITEM_0050,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0050.jpg
IMG_WRONG_ITEM_0051,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0051.jpg
IMG_WRONG_ITEM_0052,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0052.jpg
IMG_WRONG_ITEM_0053,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0053.jpg
IMG_WRONG_ITEM_0054,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0054.jpg
IMG_WRONG_ITEM_0055,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0055.jpg
IMG_WRONG_ITEM_0056,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0056.jpg
IMG_WRONG_ITEM_0057,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0057.jpg
IMG_WRONG_ITEM_0058,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0058.jpg
IMG_WRONG_ITEM_0059,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0059.jpg
IMG_WRONG_ITEM_0060,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0060.jpg
IMG_WRONG_ITEM_0061,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0061.jpg
IMG_WRONG_ITEM_0062,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0062.jpg
IMG_WRONG_ITEM_0063,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0063.jpg
IMG_WRONG_ITEM_0064,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0064.jpg
IMG_WRONG_ITEM_0065,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0065.jpg
IMG_WRONG_ITEM_0066,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0066.jpg
IMG_WRONG_ITEM_0067,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0067.jpg
IMG_WRONG_ITEM_0068,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0068.jpg
IMG_WRONG_ITEM_0069,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0069.jpg
IMG_WRONG_ITEM_0070,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0070.jpg
IMG_WRONG_ITEM_0071,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0071.jpg
IMG_WRONG_ITEM_0072,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0072.jpg
IMG_WRONG_ITEM_0073,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0073.jpg
IMG_WRONG_ITEM_0074,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0074.jpg
IMG_WRONG_ITEM_0075,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0075.jpg
IMG_WRONG_ITEM_0076,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0076.jpg
IMG_WRONG_ITEM_0077,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0077.jpg
IMG_WRONG_ITEM_0078,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0078.jpg
IMG_WRONG_ITEM_0079,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0079.jpg
IMG_WRONG_ITEM_0080,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0080.jpg
IMG_WRONG_ITEM_0081,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0081.jpg
IMG_WRONG_ITEM_0082,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0082.jpg
IMG_WRONG_ITEM_0083,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0083.jpg
IMG_WRONG_ITEM_0084,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0084.jpg
IMG_WRONG_ITEM_0085,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0085.jpg
IMG_WRONG_ITEM_0086,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0086.jpg
IMG_WRONG_ITEM_0087,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0087.jpg
IMG_WRONG_ITEM_0088,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0088.jpg
IMG_WRONG_ITEM_0089,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0089.jpg
IMG_WRONG_ITEM_0090,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0090.jpg
IMG_WRONG_ITEM_0091,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0091.jpg
IMG_WRONG_ITEM_0092,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0092.jpg
IMG_WRONG_ITEM_0093,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0093.jpg
IMG_WRONG_ITEM_0094,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0094.jpg
IMG_WRONG_ITEM_0095,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0095.jpg
IMG_WRONG_ITEM_0096,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0096.jpg
IMG_WRONG_ITEM_0097,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0097.jpg
IMG_WRONG_ITEM_0098,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0098.jpg
IMG_WRONG_ITEM_0099,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0099.jpg
IMG_WRONG_ITEM_0100,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0100.jpg
IMG_WRONG_ITEM_0101,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0101.jpg
IMG_WRONG_ITEM_0102,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0102.jpg
IMG_WRONG_ITEM_0103,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0103.jpg
IMG_WRONG_ITEM_0104,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0104.jpg
IMG_WRONG_ITEM_0105,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0105.jpg
IMG_WRONG_ITEM_0106,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0106.jpg
IMG_WRONG_ITEM_0107,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0107.jpg
IMG_WRONG_ITEM_0108,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0108.jpg
IMG_WRONG_ITEM_0109,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0109.jpg
IMG_WRONG_ITEM_0110,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0110.jpg
IMG_WRONG_ITEM_0111,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0111.jpg
IMG_WRONG_ITEM_0112,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0112.jpg
IMG_WRONG_ITEM_0113,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0113.jpg
IMG_WRONG_ITEM_0114,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0114.jpg
IMG_WRONG_ITEM_0115,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0115.jpg
IMG_WRONG_ITEM_0116,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0116.jpg
IMG_WRONG_ITEM_0117,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0117.jpg
IMG_WRONG_ITEM_0118,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0118.jpg
IMG_WRONG_ITEM_0119,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0119.jpg
IMG_WRONG_ITEM_0120,wrong_item,data/images/wrong_item/IMG_WRONG_ITEM_0120.jpg
IMG_PACKAGING_DAMAGE_0001,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0001.jpg
IMG_PACKAGING_DAMAGE_0002,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0002.jpg
IMG_PACKAGING_DAMAGE_0003,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0003.jpg
IMG_PACKAGING_DAMAGE_0004,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0004.jpg
IMG_PACKAGING_DAMAGE_0005,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0005.jpg
IMG_PACKAGING_DAMAGE_0006,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0006.jpg
IMG_PACKAGING_DAMAGE_0007,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0007.jpg
IMG_PACKAGING_DAMAGE_0008,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0008.jpg
IMG_PACKAGING_DAMAGE_0009,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0009.jpg
IMG_PACKAGING_DAMAGE_0010,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0010.jpg
IMG_PACKAGING_DAMAGE_0011,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0011.jpg
IMG_PACKAGING_DAMAGE_0012,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0012.jpg
IMG_PACKAGING_DAMAGE_0013,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0013.jpg
IMG_PACKAGING_DAMAGE_0014,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0014.jpg
IMG_PACKAGING_DAMAGE_0015,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0015.jpg
IMG_PACKAGING_DAMAGE_0016,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0016.jpg
IMG_PACKAGING_DAMAGE_0017,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0017.jpg
IMG_PACKAGING_DAMAGE_0018,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0018.jpg
IMG_PACKAGING_DAMAGE_0019,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0019.jpg
IMG_PACKAGING_DAMAGE_0020,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0020.jpg
IMG_PACKAGING_DAMAGE_0021,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0021.jpg
IMG_PACKAGING_DAMAGE_0022,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0022.jpg
IMG_PACKAGING_DAMAGE_0023,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0023.jpg
IMG_PACKAGING_DAMAGE_0024,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0024.jpg
IMG_PACKAGING_DAMAGE_0025,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0025.jpg
IMG_PACKAGING_DAMAGE_0026,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0026.jpg
IMG_PACKAGING_DAMAGE_0027,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0027.jpg
IMG_PACKAGING_DAMAGE_0028,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0028.jpg
IMG_PACKAGING_DAMAGE_0029,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0029.jpg
IMG_PACKAGING_DAMAGE_0030,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0030.jpg
IMG_PACKAGING_DAMAGE_0031,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0031.jpg
IMG_PACKAGING_DAMAGE_0032,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0032.jpg
IMG_PACKAGING_DAMAGE_0033,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0033.jpg
IMG_PACKAGING_DAMAGE_0034,packaging_damage,data/images/packaging_damage/IMG_PACKAGING_DAMAGE_0034.jpg
