order_id,customer_id,order_timestamp,product_category,order_value,dispatch_state,delivery_status,days_since_delivery
ORD00001097,CUST0110762,2025-08-03T20:46,electronics,192.01,dispatched,delivered,160
ORD00001098,CUST0079461,2025-05-15T12:48,fashion,59.43,dispatched,delayed,230
ORD00001099,CUST0098375,2025-09-26T14:13,grocery,89.41,dispatched,delivered,107
ORD00001100,CUST0089146,2025-11-25T05:12,fashion,54.52,processing,delivered,46
ORD00001101,CUST0137064,2025-07-15T00:16,fashion,48.21,dispatched,delivered,180
ORD00001102,CUST0116449,2025-12-23T16:19,grocery,54.33,dispatched,delivered,19
ORD00001103,CUST0057623,2025-01-08T00:31,home,290.87,dispatched,delayed,360
ORD00001104,CUST0003099,2025-12-24T11:14,sports,97.74,dispatched,delivered,16
ORD00001105,CUST0157416,2025-11-27T01:29,fashion,411.38,dispatched,delivered,42
ORD00001106,CUST0020881,2025-11-21T23:35,toys,60.42,dispatched,delivered,48
ORD00001107,CUST0138958,2025-09-17T06:04,electronics,182.97,dispatched,delivered,116
ORD00001108,CUST0145399,2025-09-29T23:29,appliances,133.37,dispatched,delivered,103
ORD00001109,CUST0074485,2025-01-13T07:50,toys,178.41,dispatched,delivered,361
ORD00001110,CUST0038031,2025-06-08T17:54,home,51.72,dispatched,delivered,217
ORD00001111,CUST0037638,2025-02-17T16:29,electronics,104.85,processing,delivered,328
ORD00001112,CUST0019655,2025-06-17T17:32,sports,197.95,dispatched,delivered,206
ORD00001113,CUST0131536,2025-06-23T23:43,home,78.4,dispatched,delivered,201
ORD00001114,CUST0111514,2025-12-09T00:30,grocery,59.94,dispatched,delivered,32
ORD00001115,CUST0186071,2025-11-14T00:45,sports,18.34,dispatched,delivered,55
ORD00001116,CUST0141582,2025-04-05T07:37,appliances,107.38,dispatched,delayed,273
ORD00001117,CUST0071951,2025-03-05T10:12,beauty,28.8,dispatched,delayed,307
ORD00001118,CUST0146280,2025-01-18T11:25,sports,96.57,dispatched,delayed,351
ORD00001119,CUST0067005,2025-03-04T07:57,grocery,55.46,dispatched,delivered,312
ORD00001120,CUST0041982,2025-01-27T00:33,toys,71.48,dispatched,delivered,346
ORD00001121,CUST0195437,2025-10-17T19:31,sports,33.0,dispatched,delivered,85
ORD00001122,CUST0121384,2025-04-10T23:35,grocery,43.6,processing,delivered,275
ORD00001123,CUST0192634,2025-09-25T14:53,electronics,178.46,dispatched,delivered,105
ORD00001124,CUST0179878,2025-08-30T12:32,electronics,118.66,dispatched,delivered,131
ORD00001125,CUST0029987,2025-03-06T12:26,Electronics,89.56,dispatched,delayed,307
ORD00001126,CUST0137830,2025-01-08T20:56,fashion,42.22,dispatched,delivered,366
ORD00001127,CUST0167689,2025-09-27T07:13,fashion,50.27,dispatched,delivered,106
ORD00001128,CUST0085874,2025-07-30T04:17,home,153.36,dispatched,delivered,163
ORD00001129,CUST0086399,2025-09-17T15:31,electronics,88.79,dispatched,delivered,116
ORD00001130,CUST0105770,2025-05-27T13:31,electronics,221.87,dispatched,delivered,229
ORD00001131,CUST0076416,2025-01-02T18:10,sports,99.29,dispatched,delayed,367
ORD00001132,CUST0168818,2025-05-21T23:21,appliances,640.74,dispatched,delivered,233
ORD00001133,CUST0150028,2025-10-17T01:51,electronics,119.35,processing,delivered,85
ORD00001134,CUST0063123,2025-10-01T18:36,grocery,48.2,dispatched,delayed,93
ORD00001135,CUST0040188,2025-04-03T14:35,electronics,71.48,dispatched,delivered,283
ORD00001136,CUST0096595,2025-10-19T03:37,electronics,582.53,dispatched,delayed,77
ORD00001137,CUST0077073,2025-10-15T05:20,fashion,110.45,dispatched,delivered,86
ORD00001138,CUST0187874,2025-11-26T19:20,home,26.51,dispatched,delivered,45
ORD00001139,CUST0174000,2025-10-04T05:22,sports,47.46,dispatched,delayed,93
ORD00001140,CUST0120524,2025-01-31T20:20,sports,302.87,dispatched,delivered,344
ORD00001141,CUST0055376,2025-08-21T04:37,home,45.39,dispatched,delivered,142
ORD00001142,CUST0177245,2025-12-11T02:16,electronics,297.85,dispatched,delivered,31
ORD00001143,CUST0100808,2025-11-29T14:23,sports,67.07,dispatched,delayed,39
ORD00001144,CUST0063726,2025-05-10T23:13,home,188.29,processing,delivered,244
ORD00001145,CUST0188832,2025-10-01T20:22,beauty,46.24,dispatched,delivered,102
ORD00001146,CUST0125025,2025-11-25T01:29,appliances,297.03,dispatched,delayed,41
ORD00001147,CUST0128582,2025-09-24T16:21,electronics,169.17,dispatched,delayed,92
ORD00001148,CUST0040114,2025-02-17T06:43,home,74.66,dispatched,delivered,327
ORD00001149,CUST0124614,2025-03-08T02:46,toys,18.86,dispatched,delivered,308
ORD00001150,CUST0155344,2025-04-02T16:01,home,58.02,dispatched,delayed,274
ORD00001151,CUST0020198,2025-04-19T04:16,appliances,313.88,dispatched,delayed,258
ORD00001152,CUST0000852,2025-01-17T04:46,home,169.59,dispatched,delayed,348
ORD00001153,CUST0128314,2025-04-15T13:13,beauty,83.7,dispatched,delivered,269
ORD00001154,CUST0104968,2025-09-01T07:23,beauty,199.39,dispatched,delivered,132
ORD00001155,CUST0146294,2025-11-17T00:40,grocery,25.39,processing,delivered,55
ORD00001156,CUST0129775,2025-01-30T20:04,beauty,55.31,dispatched,delayed,338
ORD00001157,CUST0034673,2025-08-02T12:37,sports,39.94,dispatched,delivered,160
ORD00001158,CUST0148255,2025-02-20T14:23,sports,40.74,dispatched,delivered,325
ORD00001159,CUST0025377,2025-04-14T03:42,fashion,32.51,dispatched,delivered,270
ORD00001160,CUST0039789,2025-11-17T14:18,grocery,26.26,dispatched,delivered,55
ORD00001161,CUST0021245,2025-12-01T09:01,fashion,28.36,dispatched,delayed,30
ORD00001162,CUST0039810,2025-11-04T04:30,fashion,169.13,dispatched,delayed,64
ORD00001163,CUST0183499,2025-06-11T22:31,home,70.83,dispatched,delivered,211
ORD00001164,CUST0060742,2025-12-08T12:00,electronics,255.83,dispatched,delivered,32
ORD00001165,CUST0090350,2025-11-07T14:23,home,196.97,dispatched,delivered,63
ORD00001166,CUST0196040,2025-09-02T23:27,home,233.86,processing,delivered,128
ORD00001167,CUST0091316,2025-03-30T05:52,home,94.79,dispatched,delivered,287
ORD00001168,CUST0149402,2025-09-30T15:05,beauty,402.54,dispatched,delivered,101
ORD00001169,CUST0029989,2025-10-16T03:10,grocery,5.43,dispatched,delayed,79
ORD00001170,CUST0066261,2025-05-26T00:25,home,141.05,dispatched,delivered,230
ORD00001171,CUST0173275,2025-01-01T15:30,fashion,97.43,dispatched,delivered,375
ORD00001172,CUST0043867,2025-01-08T07:20,fashion,50.51,dispatched,delivered,368
ORD00001173,CUST0035522,2025-01-31T21:40,home,159.41,dispatched,delivered,343
ORD00001174,CUST0141662,2025-06-11T10:08,fashion,133.15,dispatched,delivered,214
ORD00001175,CUST0139382,2025-10-20T18:39,beauty,44.48,dispatched,delivered,82
ORD00001176,CUST0112017,2025-11-02T06:16,electronics,143.2,dispatched,delivered,70
ORD00001177,CUST0172585,2025-11-23T05:44,home,74.03,processing,delivered,48
ORD00001178,CUST0068972,2025-09-04T21:31,beauty,102.8,dispatched,delivered,129
ORD00001179,CUST0101733,2025-08-15T15:10,home,69.89,dispatched,delivered,149
ORD00001180,CUST0172832,2025-02-04T19:13,electronics,116.63,dispatched,delivered,338
ORD00001181,CUST0140319,2025-10-08T12:34,grocery,190.17,dispatched,delivered,95
ORD00001182,CUST0122556,2025-04-18T18:03,appliances,516.27,dispatched,delivered,267
ORD00001183,CUST0126129,2025-01-08T04:15,home,51.5,dispatched,delayed,359
ORD00001184,CUST0041555,2025-04-29T16:08,home,1021.21,dispatched,delayed,247
ORD00001185,CUST0149905,2025-03-02T07:44,sports,30.58,dispatched,delivered,315
ORD00001186,CUST0009026,2025-03-01T14:22,home,111.54,dispatched,delivered,314
ORD00001187,CUST0044673,2025-01-05T00:47,toys,262.48,dispatched,delivered,369
ORD00001188,CUST0043238,2025-01-21T06:29,home,66.9,processing,delivered,354
ORD00001189,CUST0105799,2025-08-25T07:47,sports,413.19,dispatched,delivered,137
ORD00001190,CUST0084008,2025-11-19T13:17,appliances,81.59,dispatched,delivered,51
ORD00001191,CUST0188086,2025-12-25T01:58,fashion,48.53,dispatched,delivered,16
ORD00001192,CUST0011640,2025-01-06T13:03,fashion,122.95,dispatched,delayed,360
ORD00001193,CUST0089154,2025-03-17T22:48,beauty,40.49,dispatched,delayed,296
ORD00001194,CUST0132888,2025-04-28T23:00,home,79.06,dispatched,delivered,256
ORD00001195,CUST0183964,2025-07-26T04:09,electronics,248.39,dispatched,delivered,169
ORD00001196,CUST0033385,2025-05-05T00:03,home,92.35,dispatched,delivered,250
ORD00001197,CUST0048537,2025-12-17T20:35,electronics,109.61,dispatched,delivered,24
ORD00001198,CUST0036000,2025-04-17T02:59,toys,162.51,dispatched,delayed,262
ORD00001199,CUST0100228,2025-07-08T03:01,electronics,346.79,processing,delayed,182
ORD00001200,CUST0011758,2025-02-17T14:09,fashion,63.22,dispatched,delivered,328
ORD00001201,CUST0091943,2025-05-11T18:55,grocery,11.41,dispatched,delayed,241
ORD00001202,CUST0136050,2025-12-11T12:46,fashion,38.51,dispatched,delivered,29
ORD00001203,CUST0062406,2025-02-04T09:30,appliances,136.53,dispatched,delivered,341
ORD00001204,CUST0192780,2025-10-03T11:21,toys,123.65,dispatched,delayed,83
ORD00001205,CUST0041171,2025-11-25T19:04,sports,68.72,dispatched,delivered,47
ORD00001206,CUST0143978,2025-01-01T15:16,home,279.83,dispatched,delivered,374
ORD00001207,CUST0061558,2025-12-10T19:36,beauty,127.71,dispatched,delivered,32
ORD00001208,CUST0127985,2025-01-24T07:40,fashion,170.75,dispatched,delivered,352
ORD00001209,CUST0044198,2025-01-18T09:01,sports,319.72,dispatched,delivered,358
ORD00001210,CUST0178165,2025-01-13T14:39,home,36.17,processing,delayed,357
ORD00001211,CUST0139501,2025-10-20T16:54,electronics,108.65,dispatched,delivered,82
ORD00001212,CUST0089150,2025-12-26T15:29,electronics,104.76,dispatched,delayed,1
ORD00001213,CUST0049756,2025-07-26T12:25,grocery,65.99,dispatched,delivered,167
ORD00001214,CUST0136724,2025-10-08T05:34,fashion,39.71,dispatched,delivered,95
ORD00001215,CUST0151614,2025-10-24T18:21,sports,96.18,dispatched,delayed,73
ORD00001216,CUST0065843,2025-07-12T11:19,electronics,46.03,dispatched,delivered,181
ORD00001217,CUST0162490,2025-04-06T13:32,toys,84.05,dispatched,delivered,280
ORD00001218,CUST0126336,2025-10-10T15:55,home,63.19,dispatched,delayed,87
ORD00001219,CUST0080792,2025-12-29T16:11,beauty,351.28,dispatched,delivered,12
ORD00001220,CUST0099540,2025-09-06T20:21,toys,43.9,dispatched,delayed,117
ORD00001221,CUST0171710,2025-12-16T22:03,fashion,35.48,processing,delivered,26
ORD00001222,CUST0055533,2025-08-16T03:25,electronics,557.66,dispatched,delivered,148
ORD00001223,CUST0060906,2025-08-10T05:52,toys,1084.73,dispatched,delayed,145
ORD00001224,CUST0101147,2025-04-27T17:02,fashion,154.41,dispatched,delayed,247
ORD00001225,CUST0122625,2025-02-11T00:18,grocery,27.3,dispatched,delivered,333
ORD00001226,CUST0055854,2025-06-02T04:56,electronics,210.88,dispatched,delivered,222
ORD00001227,CUST0115162,2025-03-28T07:07,fashion,151.24,dispatched,delayed,281
ORD00001228,CUST0111722,2025-07-19T06:13,grocery,152.12,dispatched,delayed,160
ORD00001229,CUST0045979,2025-02-04T23:13,grocery,40.87,dispatched,delivered,339
ORD00001230,CUST0073684,2025-04-22T11:09,fashion,15.96,dispatched,delivered,262
ORD00001231,CUST0187406,2025-10-04T22:19,beauty,207.42,dispatched,delivered,99
ORD00001232,CUST0027310,2025-08-13T13:31,beauty,71.77,processing,delivered,148
ORD00001233,CUST0112940,2025-06-05T09:39,sports,48.32,dispatched,delayed,212
ORD00001234,CUST0094132,2025-06-05T16:13,toys,108.97,dispatched,delayed,213
ORD00001235,CUST0029758,2025-06-08T12:46,sports,37.58,dispatched,delivered,216
ORD00001236,CUST0184127,2025-09-21T08:32,fashion,46.22,dispatched,delivered,111
ORD00001237,CUST0178087,2025-09-20T02:09,electronics,19.93,dispatched,delayed,105
ORD00001238,CUST0186325,2025-01-14T20:54,home,89.88,dispatched,delivered,361
ORD00001239,CUST0015606,2025-09-19T12:15,toys,94.97,dispatched,delivered,114
ORD00001240,CUST0021499,2025-04-03T13:53,electronics,109.51,dispatched,delivered,282
ORD00001241,CUST0133277,2025-09-17T16:06,fashion,190.92,dispatched,delivered,113
ORD00001242,CUST0063108,2025-02-04T09:53,fashion,86.1,dispatched,delivered,341
ORD00001243,CUST0030544,2025-04-21T15:05,sports,32.67,processing,delayed,256
ORD00001244,CUST0175269,2025-04-19T09:58,electronics,425.6,dispatched,delayed,259
ORD00001245,CUST0148835,2025-02-19T18:52,home,69.2,dispatched,delivered,325
ORD00001246,CUST0093490,2025-12-17T14:06,appliances,108.09,dispatched,delivered,22
ORD00001247,CUST0177359,2025-07-31T12:20,fashion,89.48,dispatched,delivered,164
ORD00001248,CUST0054479,2025-10-06T15:19,grocery,114.22,dispatched,delivered,96
ORD00001249,CUST0124747,2025-03-07T02:55,electronics,230.82,dispatched,delivered,308
ORD00001250,CUST0101314,2025-07-30T06:24,home,61.54,dispatched,delivered,164
ORD00001251,CUST0048327,2025-06-18T11:40,beauty,133.7,dispatched,delivered,206
ORD00001252,CUST0191628,2025-04-08T10:41,beauty,58.06,dispatched,delayed,270
ORD00001253,CUST0100197,2025-02-16T05:35,grocery,29.83,dispatched,delivered,327
ORD00001254,CUST0117727,2025-12-09T11:50,home,41.68,processing,delivered,32
ORD00001255,CUST0037691,2025-01-27T21:57,appliances,92.67,dispatched,delivered,347
ORD00001256,CUST0153802,2025-12-01T09:49,home,110.07,dispatched,delivered,40
ORD00001257,CUST0090841,2025-01-30T04:51,toys,63.58,dispatched,delivered,344
ORD00001258,CUST0160766,2025-08-20T04:19,appliances,520.67,dispatched,delivered,144
ORD00001259,CUST0152063,2025-04-09T00:28,electronics,386.68,dispatched,delayed,273
ORD00001260,CUST0131989,2025-06-29T13:21,fashion,49.75,dispatched,delivered,194
ORD00001261,CUST0144521,2025-02-06T20:03,electronics,320.51,dispatched,delivered,339
ORD00001262,CUST0173774,2025-06-04T14:10,fashion,94.81,dispatched,delivered,221
ORD00001263,CUST0158105,2025-06-27T12:14,fashion,108.64,dispatched,delivered,197
ORD00001264,CUST0038494,2025-06-09T09:12,grocery,5.92,dispatched,delivered,216
ORD00001265,CUST0115903,2025-12-14T01:30,home,41.87,processing,delivered,27
ORD00001266,CUST0180879,2025-01-13T13:56,fashion,297.1,dispatched,delivered,363
ORD00001267,CUST0185954,2025-05-13T20:17,toys,58.81,dispatched,delayed,239
ORD00001268,CUST0122129,2025-05-12T05:12,electronics,120.87,dispatched,delayed,235
ORD00001269,CUST0198913,2025-11-26T16:52,electronics,275.81,dispatched,delivered,44
ORD00001270,CUST0133091,2025-05-09T14:23,beauty,196.14,dispatched,delayed,238
ORD00001271,CUST0033332,2025-08-29T23:46,home,126.14,dispatched,delivered,135
ORD00001272,CUST0089498,2025-04-13T22:16,fashion,60.96,dispatched,delivered,272
ORD00001273,CUST0079140,2025-01-04T16:04,home,375.57,dispatched,delayed,367
ORD00001274,CUST0071235,2025-02-28T07:44,home,318.7,dispatched,delayed,306
ORD00001275,CUST0135455,2025-02-20T09:58,fashion,41.39,dispatched,delayed,320
ORD00001276,CUST0020693,2025-04-05T18:06,electronics,121.45,processing,delayed,276
ORD00001277,CUST0092122,2025-10-11T09:50,beauty,137.55,dispatched,delayed,78
ORD00001278,CUST0188125,2025-02-23T18:36,fashion,114.09,dispatched,delivered,322
ORD00001279,CUST0022377,2025-12-17T05:34,home,446.29,dispatched,delivered,24
ORD00001280,CUST0159224,2025-01-31T15:18,fashion,101.41,dispatched,delivered,345
ORD00001281,CUST0031442,2025-05-25T17:11,fashion,33.74,dispatched,delivered,231
ORD00001282,CUST0138460,2025-10-30T21:32,beauty,58.37,dispatched,delivered,72
ORD00001283,CUST0060193,2025-08-17T03:22,appliances,453.11,dispatched,delayed,139
ORD00001284,CUST0051403,2025-09-08T21:25,home,69.93,dispatched,delivered,125
ORD00001285,CUST0048222,2025-08-25T09:38,sports,110.87,dispatched,delivered,138
ORD00001286,CUST0042717,2025-09-10T12:39,beauty,87.88,dispatched,delayed,116
ORD00001287,CUST0179601,2025-04-10T07:00,electronics,195.97,processing,delivered,274
ORD00001288,CUST0087325,2025-08-17T10:56,sports,107.11,dispatched,delivered,145
ORD00001289,CUST0160142,2025-05-08T03:45,home,55.62,dispatched,delivered,248
ORD00001290,CUST0080392,2025-08-26T22:36,home,130.34,dispatched,delayed,130
ORD00001291,CUST0163213,2025-12-19T15:31,home,66.73,dispatched,delayed,15
ORD00001292,CUST0057715,2025-04-07T11:23,electronics,145.63,dispatched,delayed,273
ORD00001293,CUST0135105,2025-08-01T01:22,fashion,27.62,dispatched,delivered,162
ORD00001294,CUST0171767,2025-08-06T04:30,home,169.47,dispatched,delivered,158
ORD00001295,CUST0159004,2025-01-06T06:37,sports,36.59,dispatched,delayed,364
ORD00001296,CUST0118906,2025-10-08T21:04,electronics,212.87,dispatched,delivered,93
ORD00001297,CUST0114945,2025-09-08T06:42,grocery,30.4,dispatched,delayed,114
ORD00001298,CUST0160809,2025-07-04T23:22,grocery,22.91,processing,delivered,191
ORD00001299,CUST0095749,2025-08-13T06:23,fashion,16.56,dispatched,delayed,139
ORD00001300,CUST0186097,2025-01-09T10:55,electronics,83.44,dispatched,delayed,362
ORD00001301,CUST0005005,2025-09-03T12:39,home,60.48,dispatched,delivered,129
ORD00001302,CUST0134439,2025-09-27T14:17,fashion,146.03,dispatched,delivered,104
ORD00001303,CUST0159649,2025-12-27T02:43,sports,118.59,dispatched,delivered,15
ORD00001304,CUST0124605,2025-01-23T20:04,appliances,267.71,dispatched,delivered,352
ORD00001305,CUST0070931,2025-12-18T17:33,sports,51.37,dispatched,delivered,23
ORD00001306,CUST0054695,2025-12-19T14:26,beauty,363.38,dispatched,delivered,21
ORD00001307,CUST0032815,2025-12-16T15:59,fashion,45.24,dispatched,delivered,26
ORD00001308,CUST0006274,2025-06-02T05:06,grocery,51.06,dispatched,delivered,221
ORD00001309,CUST0056942,2025-02-01T05:16,beauty,267.76,processing,delivered,342
ORD00001310,CUST0050066,2025-08-18T02:44,electronics,183.71,dispatched,delivered,146
ORD00001311,CUST0075881,2025-02-23T04:59,electronics,182.78,dispatched,delivered,321
ORD00001312,CUST0028367,2025-07-22T06:37,beauty,266.92,dispatched,delivered,173
ORD00001313,CUST0093797,2025-10-05T17:57,appliances,382.46,dispatched,delivered,96
ORD00001314,CUST0081992,2025-03-12T04:12,beauty,80.19,dispatched,delivered,304
ORD00001315,CUST0031783,2025-01-01T13:38,home,20.86,dispatched,delivered,375
ORD00001316,CUST0151599,2025-07-05T11:54,toys,167.46,dispatched,delivered,188
ORD00001317,CUST0159940,2025-04-13T05:19,grocery,17.6,dispatched,delayed,255
ORD00001318,CUST0006490,2025-10-11T19:17,fashion,53.09,dispatched,delivered,92
ORD00001319,CUST0165979,2025-10-27T19:05,electronics,57.72,dispatched,delivered,75
ORD00001320,CUST0047856,2025-10-06T14:40,beauty,68.73,processing,delivered,97
ORD00001321,CUST0056950,2025-01-09T13:17,grocery,107.39,dispatched,delayed,356
