order_id,return_requested,item_condition,return_status,return_eligible,proposed_refund
ORD00001075,1,damaged_item,requested,0,368.02
ORD00001076,0,damaged_item,not_requested,0,100.0
ORD00001077,0,damaged_item,not_requested,0,100.0
ORD00001078,1,damaged_item,requested,0,63.37
ORD00001079,0,damaged_item,not_requested,0,85.47
ORD00001080,0,damaged_item,not_requested,0,19.35
ORD00001081,1,damaged_item,requested,0,86.9
ORD00001082,1,damaged_item,requested,0,262.64
ORD00001083,0,damaged_item,not_requested,0,100.0
ORD00001084,0,damaged_item,not_requested,0,69.53
ORD00001085,0,damaged_item,not_requested,1,100.0
ORD00001086,1,damaged_item,requested,0,213.74
ORD00001087,0,damaged_item,not_requested,0,100.0
ORD00001088,0,damaged_item,not_requested,1,100.0
ORD00001089,0,damaged_item,not_requested,0,100.0
ORD00001090,0,damaged_item,not_requested,0,40.0
ORD00001091,0,damaged_item,not_requested,0,100.0
ORD00001092,0,damaged_item,not_requested,0,70.76
ORD00001093,1,damaged_item,requested,0,64.15
ORD00001094,0,damaged_item,not_requested,0,100.0
ORD00001095,0,damaged_item,not_requested,0,72.0
ORD00001096,0,damaged_item,not_requested,0,23.92
ORD00001097,1,damaged_item,requested,0,168.15
ORD00001098,0,damaged_item,not_requested,0,59.43
ORD00001099,1,damaged_item,requested,0,63.04
ORD00001100,0,damaged_item,not_requested,0,54.52
ORD00001101,0,damaged_item,not_requested,0,48.21
ORD00001102,1,damaged_item,requested,1,36.75
ORD00001103,0,damaged_item,not_requested,0,100.0
ORD00001104,0,damaged_item,not_requested,1,97.74
ORD00001105,1,damaged_item,requested,0,239.07
ORD00001106,1,damaged_item,requested,0,42.72
ORD00001107,0,damaged_item,not_requested,0,100.0
ORD00001108,0,damaged_item,not_requested,0,100.0
ORD00001109,0,damaged_item,not_requested,0,100.0
ORD00001110,0,damaged_item,not_requested,0,51.72
ORD00001111,0,damaged_item,not_requested,0,100.0
ORD00001112,0,damaged_item,not_requested,0,100.0
ORD00001113,0,damaged_item,not_requested,0,78.4
ORD00001114,0,damaged_item,not_requested,0,59.94
ORD00001115,1,damaged_item,requested,0,13.33
ORD00001116,0,damaged_item,not_requested,0,100.0
ORD00001117,0,damaged_item,not_requested,0,28.8
ORD00001118,0,damaged_item,not_requested,0,96.57
ORD00001119,1,damaged_item,requested,0,45.73
ORD00001120,0,damaged_item,not_requested,0,71.48
ORD00001121,0,wrong_item,not_requested,0,33.0
ORD00001122,1,wrong_item,requested,0,41.5
ORD00001123,0,wrong_item,not_requested,0,100.0
ORD00001124,1,wrong_item,requested,0,79.52
ORD00001125,1,wrong_item,requested,0,75.5
ORD00001126,1,wrong_item,requested,0,39.2
ORD00001127,0,wrong_item,not_requested,0,50.27
ORD00001128,1,wrong_item,requested,0,136.74
ORD00001129,0,wrong_item,not_requested,0,88.79
ORD00001130,0,wrong_item,not_requested,0,100.0
ORD00001131,0,wrong_item,not_requested,0,99.29
ORD00001132,1,wrong_item,requested,0,450.24
ORD00001133,1,wrong_item,requested,0,70.66
ORD00001134,0,wrong_item,not_requested,0,48.2
ORD00001135,1,wrong_item,requested,0,62.11
ORD00001136,0,wrong_item,not_requested,0,100.0
ORD00001137,0,wrong_item,not_requested,0,100.0
ORD00001138,0,wrong_item,not_requested,0,26.51
ORD00001139,0,wrong_item,not_requested,0,47.46
ORD00001140,0,wrong_item,not_requested,0,100.0
ORD00001141,1,wrong_item,requested,0,37.93
ORD00001142,0,wrong_item,not_requested,0,100.0
ORD00001143,0,wrong_item,not_requested,0,67.07
ORD00001144,0,wrong_item,not_requested,0,100.0
ORD00001145,1,wrong_item,requested,0,41.74
ORD00001146,0,wrong_item,not_requested,0,100.0
ORD00001147,0,wrong_item,not_requested,0,100.0
ORD00001148,0,wrong_item,not_requested,0,74.66
ORD00001149,1,wrong_item,requested,0,14.51
ORD00001150,1,wrong_item,requested,0,48.64
ORD00001151,0,wrong_item,not_requested,0,100.0
ORD00001152,0,wrong_item,not_requested,0,100.0
ORD00001153,0,wrong_item,not_requested,0,83.7
ORD00001154,0,wrong_item,not_requested,0,100.0
ORD00001155,1,wrong_item,requested,0,17.37
ORD00001156,0,wrong_item,not_requested,0,55.31
ORD00001157,0,wrong_item,not_requested,0,39.94
ORD00001158,0,wrong_item,not_requested,0,40.74
ORD00001159,1,wrong_item,requested,0,25.5
ORD00001160,0,wrong_item,not_requested,0,26.26
ORD00001161,0,wrong_item,not_requested,1,28.36
ORD00001162,0,wrong_item,not_requested,0,100.0
ORD00001163,1,wrong_item,requested,0,63.46
ORD00001164,0,wrong_item,not_requested,0,100.0
ORD00001165,0,wrong_item,not_requested,0,100.0
ORD00001166,0,wrong_item,not_requested,0,100.0
ORD00001167,1,wrong_item,requested,0,59.47
ORD00001168,1,wrong_item,requested,0,334.31
ORD00001169,0,wrong_item,not_requested,0,5.43
ORD00001170,0,wrong_item,not_requested,0,100.0
ORD00001171,0,wrong_item,not_requested,0,97.43
ORD00001172,0,wrong_item,not_requested,0,50.51
ORD00001173,0,wrong_item,not_requested,0,100.0
ORD00001174,1,wrong_item,requested,0,90.1
ORD00001175,0,wrong_item,not_requested,0,44.48
ORD00001176,0,wrong_item,not_requested,0,100.0
ORD00001177,1,wrong_item,requested,0,46.74
ORD00001178,0,wrong_item,not_requested,0,100.0
ORD00001179,0,wrong_item,not_requested,0,69.89
ORD00001180,1,wrong_item,requested,0,77.6
ORD00001181,0,wrong_item,not_requested,0,100.0
ORD00001182,1,wrong_item,requested,0,363.84
ORD00001183,0,wrong_item,not_requested,0,51.5
ORD00001184,0,wrong_item,not_requested,0,100.0
ORD00001185,0,wrong_item,not_requested,0,30.58
ORD00001186,1,wrong_item,requested,0,72.82
ORD00001187,0,wrong_item,not_requested,0,100.0
ORD00001188,1,wrong_item,requested,0,42.63
ORD00001189,1,wrong_item,requested,0,256.64
ORD00001190,0,wrong_item,not_requested,0,81.59
ORD00001191,0,wrong_item,not_requested,1,48.53
ORD00001192,0,wrong_item,not_requested,0,100.0
ORD00001193,1,wrong_item,requested,0,38.55
ORD00001194,1,wrong_item,requested,0,74.89
ORD00001195,0,wrong_item,not_requested,0,100.0
ORD00001196,1,wrong_item,requested,0,84.2
ORD00001197,1,wrong_item,requested,1,104.46
ORD00001198,0,wrong_item,not_requested,0,100.0
ORD00001199,0,wrong_item,not_requested,0,100.0
ORD00001200,1,wrong_item,requested,0,39.7
ORD00001201,0,wrong_item,not_requested,0,11.41
ORD00001202,1,wrong_item,requested,1,34.97
ORD00001203,0,wrong_item,not_requested,0,100.0
ORD00001204,1,wrong_item,requested,0,85.97
ORD00001205,1,wrong_item,requested,0,62.88
ORD00001206,0,wrong_item,not_requested,0,100.0
ORD00001207,0,wrong_item,not_requested,0,100.0
ORD00001208,0,wrong_item,not_requested,0,100.0
ORD00001209,1,wrong_item,requested,0,239.42
ORD00001210,0,wrong_item,not_requested,0,36.17
ORD00001211,0,wrong_item,not_requested,0,100.0
ORD00001212,1,wrong_item,requested,1,99.9
ORD00001213,1,wrong_item,requested,0,65.82
ORD00001214,0,wrong_item,not_requested,0,39.71
ORD00001215,0,wrong_item,not_requested,0,96.18
ORD00001216,0,wrong_item,not_requested,0,46.03
ORD00001217,0,wrong_item,not_requested,0,84.05
ORD00001218,0,wrong_item,not_requested,0,63.19
ORD00001219,0,wrong_item,not_requested,1,100.0
ORD00001220,0,wrong_item,not_requested,0,43.9
ORD00001221,1,wrong_item,requested,1,31.12
ORD00001222,0,wrong_item,not_requested,0,100.0
ORD00001223,0,wrong_item,not_requested,0,100.0
ORD00001224,0,wrong_item,not_requested,0,100.0
ORD00001225,1,wrong_item,requested,0,17.18
ORD00001226,1,wrong_item,requested,0,163.79
ORD00001227,1,wrong_item,requested,0,126.93
ORD00001228,1,wrong_item,requested,0,138.64
ORD00001229,0,wrong_item,not_requested,0,40.87
ORD00001230,0,wrong_item,not_requested,0,15.96
ORD00001231,0,wrong_item,not_requested,0,100.0
ORD00001232,0,wrong_item,not_requested,0,71.77
ORD00001233,0,wrong_item,not_requested,0,48.32
ORD00001234,0,wrong_item,not_requested,0,100.0
ORD00001235,0,wrong_item,not_requested,0,37.58
ORD00001236,1,wrong_item,requested,0,26.46
ORD00001237,0,wrong_item,not_requested,0,19.93
ORD00001238,1,wrong_item,requested,0,67.49
ORD00001239,1,wrong_item,requested,0,80.99
ORD00001240,0,wrong_item,not_requested,0,100.0
ORD00001241,0,damaged_item,not_requested,0,100.0
ORD00001242,0,damaged_item,not_requested,0,86.1
ORD00001243,0,damaged_item,not_requested,0,32.67
ORD00001244,0,damaged_item,not_requested,0,100.0
ORD00001245,0,damaged_item,not_requested,0,69.2
ORD00001246,0,damaged_item,not_requested,1,100.0
ORD00001247,1,damaged_item,requested,0,81.91
ORD00001248,1,damaged_item,requested,0,63.99
ORD00001249,1,damaged_item,requested,0,145.84
ORD00001250,0,damaged_item,not_requested,0,61.54
ORD00001251,0,damaged_item,not_requested,0,100.0
ORD00001252,1,damaged_item,requested,0,56.93
ORD00001253,1,damaged_item,requested,0,18.03
ORD00001254,0,damaged_item,not_requested,0,41.68
ORD00001255,0,damaged_item,not_requested,0,92.67
ORD00001256,0,damaged_item,not_requested,0,100.0
ORD00001257,1,damaged_item,requested,0,37.51
ORD00001258,1,damaged_item,requested,0,410.33
ORD00001259,0,damaged_item,not_requested,0,100.0
ORD00001260,0,damaged_item,not_requested,0,49.75
ORD00001261,0,damaged_item,not_requested,0,100.0
ORD00001262,0,damaged_item,not_requested,0,94.81
ORD00001263,0,damaged_item,not_requested,0,100.0
ORD00001264,1,damaged_item,requested,0,4.03
ORD00001265,0,damaged_item,not_requested,1,41.87
ORD00001266,0,damaged_item,not_requested,0,100.0
ORD00001267,0,damaged_item,not_requested,0,58.81
ORD00001268,0,damaged_item,not_requested,0,100.0
ORD00001269,0,damaged_item,not_requested,0,100.0
ORD00001270,0,damaged_item,not_requested,0,100.0
ORD00001271,0,damaged_item,not_requested,0,100.0
ORD00001272,0,damaged_item,not_requested,0,60.96
ORD00001273,0,damaged_item,not_requested,0,100.0
ORD00001274,1,damaged_item,requested,0,288.94
ORD00001275,1,damaged_item,requested,0,34.01
ORD00001276,0,damaged_item,not_requested,0,100.0
ORD00001277,1,damaged_item,requested,0,111.11
ORD00001278,1,damaged_item,requested,0,78.43
ORD00001279,1,damaged_item,requested,1,388.41
ORD00001280,1,damaged_item,requested,0,83.65
ORD00001281,0,damaged_item,not_requested,0,33.74
ORD00001282,0,damaged_item,not_requested,0,58.37
ORD00001283,1,damaged_item,requested,0,415.78
ORD00001284,0,damaged_item,not_requested,0,69.93
ORD00001285,1,damaged_item,requested,0,75.2
ORD00001286,0,damaged_item,not_requested,0,87.88
ORD00001287,0,damaged_item,not_requested,0,100.0
ORD00001288,0,damaged_item,not_requested,0,100.0
ORD00001289,0,damaged_item,not_requested,0,55.62
ORD00001290,0,damaged_item,not_requested,0,100.0
ORD00001291,0,damaged_item,not_requested,1,66.73
ORD00001292,0,damaged_item,not_requested,0,100.0
ORD00001293,0,damaged_item,not_requested,0,27.62
ORD00001294,0,damaged_item,not_requested,0,100.0
ORD00001295,0,damaged_item,not_requested,0,36.59
ORD00001296,1,damaged_item,requested,0,126.04
ORD00001297,1,damaged_item,requested,0,20.67
ORD00001298,0,damaged_item,not_requested,0,22.91
ORD00001299,0,damaged_item,not_requested,0,16.56
ORD00001300,0,damaged_item,not_requested,0,83.44
ORD00001301,1,damaged_item,requested,0,36.36
ORD00001302,1,damaged_item,requested,0,125.4
ORD00001303,0,damaged_item,not_requested,1,100.0
ORD00001304,1,damaged_item,requested,0,189.49
ORD00001305,1,damaged_item,requested,1,35.04
ORD00001306,1,damaged_item,requested,1,296.09
ORD00001307,1,damaged_item,requested,1,27.13
ORD00001308,0,damaged_item,not_requested,0,51.06
ORD00001309,1,damaged_item,requested,0,222.19
ORD00001310,1,damaged_item,requested,0,170.35
ORD00001311,0,damaged_item,not_requested,0,100.0
ORD00001312,1,damaged_item,requested,0,203.98
ORD00001313,0,damaged_item,not_requested,0,100.0
ORD00001314,0,damaged_item,not_requested,0,80.19
ORD00001315,0,damaged_item,not_requested,0,20.86
ORD00001316,1,damaged_item,requested,0,148.22
ORD00001317,0,damaged_item,not_requested,0,17.6
ORD00001318,1,damaged_item,requested,0,37.22
ORD00001319,0,damaged_item,not_requested,0,57.72
ORD00001320,0,damaged_item,not_requested,0,68.73
ORD00001321,0,damaged_item,not_requested,0,100.0
ORD00001322,0,damaged_item,not_requested,0,100.0
ORD00001323,0,damaged_item,not_requested,0,74.65
ORD00001324,1,damaged_item,requested,0,46.32
ORD00001325,1,damaged_item,requested,0,75.52
ORD00001326,0,damaged_item,not_requested,0,100.0
ORD00001327,0,damaged_item,not_requested,0,100.0
ORD00001328,0,damaged_item,not_requested,0,31.58
ORD00001329,0,damaged_item,not_requested,0,100.0
ORD00001330,0,damaged_item,not_requested,0,100.0
ORD00001331,0,damaged_item,not_requested,1,100.0
ORD00001332,1,damaged_item,requested,0,31.01
ORD00001333,1,damaged_item,requested,0,304.99
ORD00001334,1,damaged_item,requested,0,36.36
ORD00001335,0,damaged_item,not_requested,0,100.0
ORD00001336,0,damaged_item,not_requested,0,66.17
ORD00001337,0,damaged_item,not_requested,0,100.0
ORD00001338,0,damaged_item,not_requested,0,63.28
ORD00001339,0,damaged_item,not_requested,0,57.06
ORD00001340,0,damaged_item,not_requested,0,70.11
ORD00001341,0,damaged_item,not_requested,0,51.17
ORD00001342,0,damaged_item,not_requested,0,100.0
ORD00001343,0,damaged_item,not_requested,0,66.12
ORD00001344,1,damaged_item,requested,0,117.3
ORD00001345,0,damaged_item,not_requested,0,99.88
ORD00001346,0,damaged_item,not_requested,0,100.0
ORD00001347,0,damaged_item,not_requested,0,99.56
ORD00001348,0,damaged_item,not_requested,0,100.0
ORD00001349,0,damaged_item,not_requested,0,35.64
ORD00001350,0,damaged_item,not_requested,0,100.0
ORD00001351,1,damaged_item,requested,0,201.37
ORD00001352,0,damaged_item,not_requested,0,100.0
ORD00001353,0,damaged_item,not_requested,0,100.0
ORD00001354,0,damaged_item,not_requested,1,39.88
ORD00001355,0,damaged_item,not_requested,0,77.86
ORD00001356,1,damaged_item,requested,0,220.2
ORD00001357,0,damaged_item,not_requested,1,100.0
ORD00001358,0,damaged_item,not_requested,0,48.93
ORD00001359,0,damaged_item,not_requested,0,73.13
ORD00001360,0,damaged_item,not_requested,0,30.48
ORD00001361,1,normal,requested,0,140.84
ORD00001362,0,normal,not_requested,1,100.0
ORD00001363,0,normal,not_requested,0,100.0
ORD00001364,1,normal,requested,0,30.6
ORD00001365,0,normal,not_requested,0,100.0
ORD00001366,0,normal,not_requested,0,100.0
ORD00001367,0,normal,not_requested,0,69.88
ORD00001368,0,normal,not_requested,0,100.0
ORD00001369,1,normal,requested,0,227.95
ORD00001370,0,normal,not_requested,0,100.0
ORD00001371,0,normal,not_requested,0,100.0
ORD00001372,0,normal,not_requested,0,60.0
ORD00001373,0,normal,not_requested,0,100.0
ORD00001374,0,normal,not_requested,0,100.0
ORD00001375,1,normal,requested,0,51.66
ORD00001376,0,normal,not_requested,0,86.5
ORD00001377,1,normal,requested,0,361.87
ORD00001378,1,normal,requested,0,6.03
ORD00001379,1,normal,requested,0,640.32
ORD00001380,0,normal,not_requested,0,100.0
ORD00001381,0,normal,not_requested,0,100.0
ORD00001382,0,normal,not_requested,0,100.0
ORD00001383,1,normal,requested,0,113.61
ORD00001384,1,normal,requested,0,86.6
ORD00001385,0,normal,not_requested,0,100.0
ORD00001386,0,normal,not_requested,0,100.0
ORD00001387,0,normal,not_requested,0,21.23
ORD00001388,0,normal,not_requested,0,73.5
ORD00001389,1,normal,requested,0,39.83
ORD00001390,0,normal,not_requested,0,59.52
ORD00001391,1,normal,requested,0,78.09
ORD00001392,0,normal,not_requested,0,100.0
ORD00001393,1,normal,requested,0,79.44
ORD00001394,0,normal,not_requested,0,72.2
ORD00001395,1,normal,requested,0,42.86
ORD00001396,0,normal,not_requested,0,26.67
ORD00001397,0,normal,not_requested,0,100.0
ORD00001398,1,normal,requested,0,70.95
ORD00001399,0,normal,not_requested,0,100.0
ORD00001400,1,normal,requested,0,96.38
ORD00001401,1,normal,requested,0,69.49
ORD00001402,0,normal,not_requested,0,100.0
ORD00001403,1,normal,requested,0,95.88
ORD00001404,1,normal,requested,0,54.32
ORD00001405,0,normal,not_requested,0,95.56
ORD00001406,1,normal,requested,0,38.61
ORD00001407,0,normal,not_requested,0,25.23
ORD00001408,0,normal,not_requested,0,94.03
ORD00001409,0,normal,not_requested,0,100.0
ORD00001410,0,normal,not_requested,0,21.22
ORD00001411,0,normal,not_requested,1,100.0
ORD00001412,1,normal,requested,0,64.15
ORD00001413,0,normal,not_requested,0,100.0
ORD00001414,1,normal,requested,0,228.05
ORD00001415,0,normal,not_requested,0,100.0
ORD00001416,0,normal,not_requested,0,21.67
ORD00001417,0,normal,not_requested,0,75.37
ORD00001418,0,normal,not_requested,0,74.6
ORD00001419,1,normal,requested,0,47.43
ORD00001420,1,normal,requested,0,176.7
ORD00001421,0,normal,not_requested,0,93.62
ORD00001422,0,normal,not_requested,0,86.07
ORD00001423,0,normal,not_requested,0,100.0
ORD00001424,0,normal,not_requested,0,24.6
ORD00001425,0,normal,not_requested,0,75.13
ORD00001426,1,normal,requested,0,29.57
ORD00001427,1,normal,requested,0,108.66
ORD00001428,1,normal,requested,0,131.23
ORD00001429,0,normal,not_requested,0,23.45
ORD00001430,0,normal,not_requested,0,75.2
ORD00001431,0,normal,not_requested,0,80.63
ORD00001432,0,normal,not_requested,0,60.46
ORD00001433,0,normal,not_requested,0,100.0
ORD00001434,1,normal,requested,0,71.97
ORD00001435,0,normal,not_requested,0,100.0
ORD00001436,0,normal,not_requested,0,100.0
ORD00001437,0,normal,not_requested,0,100.0
ORD00001438,1,normal,requested,0,135.65
ORD00001439,0,normal,not_requested,0,100.0
ORD00001440,1,normal,requested,0,27.15
ORD00001441,0,normal,not_requested,0,100.0
ORD00001442,0,normal,not_requested,0,75.44
ORD00001443,0,normal,not_requested,0,91.33
ORD00001444,0,normal,not_requested,0,51.59
ORD00001445,0,normal,not_requested,0,39.16
ORD00001446,0,normal,not_requested,0,85.04
ORD00001447,1,normal,requested,0,141.23
ORD00001448,1,normal,requested,0,57.83
ORD00001449,0,normal,not_requested,0,100.0
ORD00001450,0,normal,not_requested,0,50.08
ORD00001451,1,normal,requested,0,52.4
ORD00001452,0,normal,not_requested,0,92.53
ORD00001453,1,normal,requested,0,340.01
ORD00001454,1,normal,requested,1,65.79
ORD00001455,1,normal,requested,0,710.55
ORD00001456,1,normal,requested,0,6.61
ORD00001457,0,normal,not_requested,0,100.0
ORD00001458,1,normal,requested,0,80.64
ORD00001459,0,normal,not_requested,0,100.0
ORD00001460,0,normal,not_requested,0,100.0
ORD00001461,0,normal,not_requested,0,100.0
ORD00001462,0,normal,not_requested,0,74.65
ORD00001463,0,normal,not_requested,0,39.38
ORD00001464,0,normal,not_requested,0,55.99
ORD00001465,1,normal,requested,0,28.93
ORD00001466,0,normal,not_requested,0,56.96
ORD00001467,1,normal,requested,0,125.57
ORD00001468,0,normal,not_requested,0,89.64
ORD00001469,0,normal,not_requested,0,74.6
ORD00001470,0,normal,not_requested,0,100.0
ORD00001471,1,normal,requested,0,66.48
ORD00001472,0,normal,not_requested,0,100.0
ORD00001473,0,normal,not_requested,0,53.68
ORD00001474,0,normal,not_requested,0,100.0
ORD00001475,0,normal,not_requested,1,100.0
ORD00001476,0,normal,not_requested,0,100.0
ORD00001477,0,normal,not_requested,0,100.0
ORD00001478,0,normal,not_requested,0,100.0
ORD00001479,0,normal,not_requested,0,100.0
ORD00001480,0,normal,not_requested,0,100.0
ORD00001481,0,normal,not_requested,0,100.0
ORD00001482,0,normal,not_requested,0,85.25
ORD00001483,0,damaged_item,not_requested,0,100.0
ORD00001484,0,normal,not_requested,0,100.0
ORD00001485,0,normal,not_requested,0,100.0
ORD00001486,0,normal,not_requested,0,100.0
ORD00001487,0,normal,not_requested,0,17.45
ORD00001488,0,normal,not_requested,0,40.27
ORD00001489,1,normal,requested,0,69.54
ORD00001490,0,damaged_item,not_requested,0,78.79
ORD00001491,0,normal,not_requested,1,100.0
ORD00001492,0,normal,not_requested,0,100.0
ORD00001493,1,normal,requested,0,39.09
ORD00001494,0,normal,not_requested,0,56.75
ORD00001495,1,normal,requested,1,124.8
ORD00001496,1,damaged_item,requested,0,238.71
ORD00001497,0,normal,not_requested,0,91.3
ORD00001498,1,normal,requested,0,85.23
ORD00001499,1,normal,requested,0,155.42
ORD00001500,0,normal,not_requested,0,100.0
ORD00001501,0,normal,not_requested,0,65.06
ORD00001502,1,normal,requested,0,140.58
ORD00001503,0,normal,not_requested,0,100.0
ORD00001504,0,damaged_item,not_requested,0,43.69
ORD00001505,1,damaged_item,requested,0,302.74
ORD00001506,1,normal,requested,0,213.88
ORD00001507,1,normal,requested,0,185.48
ORD00001508,1,damaged_item,requested,0,30.7
ORD00001509,1,normal,requested,0,57.48
ORD00001510,0,normal,not_requested,0,63.73
ORD00001511,0,normal,not_requested,0,22.56
ORD00001512,0,normal,not_requested,0,23.22
ORD00001513,1,normal,requested,0,96.13
ORD00001514,0,normal,not_requested,0,75.92
ORD00001515,1,normal,requested,0,38.59
ORD00001516,0,normal,not_requested,0,20.56
ORD00001517,1,normal,requested,0,18.4
ORD00001518,0,normal,not_requested,0,100.0
ORD00001519,1,normal,requested,0,24.83
ORD00001520,0,normal,not_requested,1,100.0
ORD00001521,0,normal,not_requested,1,40.0
ORD00001522,0,normal,not_requested,0,100.0
ORD00001523,0,normal,not_requested,0,61.23
ORD00001524,1,normal,requested,0,20.26
ORD00001525,1,normal,requested,0,57.07
ORD00001526,0,normal,not_requested,0,100.0
ORD00001527,0,normal,not_requested,0,64.08
ORD00001528,0,normal,not_requested,0,32.73
ORD00001529,0,normal,not_requested,0,69.18
ORD00001530,0,normal,not_requested,0,39.55
ORD00001531,0,normal,not_requested,0,67.58
ORD00001532,0,normal,not_requested,0,100.0
ORD00001533,0,normal,not_requested,0,100.0
ORD00001534,1,damaged_item,requested,0,22.44
ORD00001535,0,normal,not_requested,0,48.18
ORD00001536,1,damaged_item,requested,0,44.03
ORD00001537,0,normal,not_requested,0,40.01
ORD00001538,1,wrong_item,requested,0,115.4
ORD00001539,0,normal,not_requested,0,100.0
ORD00001540,1,wrong_item,requested,0,106.33
ORD00001541,0,wrong_item,not_requested,0,100.0
ORD00001542,0,normal,not_requested,0,100.0
ORD00001543,0,normal,not_requested,0,100.0
ORD00001544,1,normal,requested,0,102.19
ORD00001545,0,normal,not_requested,0,100.0
ORD00001546,0,normal,not_requested,0,100.0
ORD00001547,0,normal,not_requested,0,100.0
ORD00001548,0,wrong_item,not_requested,0,100.0
ORD00001549,1,normal,requested,0,22.25
ORD00001550,0,wrong_item,not_requested,0,100.0
ORD00001551,0,normal,not_requested,0,69.9
ORD00001552,1,normal,requested,0,59.15
ORD00001553,0,normal,not_requested,0,76.51
ORD00001554,0,normal,not_requested,0,91.53
ORD00001555,1,normal,requested,0,75.59
ORD00001556,0,normal,not_requested,0,91.16
ORD00001557,0,normal,not_requested,0,60.02
ORD00001558,1,damaged_item,requested,0,312.59
ORD00001559,0,normal,not_requested,0,100.0
ORD00001560,0,wrong_item,not_requested,0,100.0
ORD00001561,0,normal,not_requested,0,85.04
ORD00001562,0,normal,not_requested,0,55.9
ORD00001563,1,damaged_item,requested,0,103.67
ORD00001564,0,wrong_item,not_requested,0,100.0
ORD00001565,0,normal,not_requested,0,100.0
ORD00001566,0,normal,not_requested,0,68.55
ORD00001567,0,normal,not_requested,0,100.0
ORD00001568,1,damaged_item,requested,0,135.64
ORD00001569,1,wrong_item,requested,0,24.45
ORD00001570,0,normal,not_requested,0,100.0
ORD00001571,1,wrong_item,requested,0,46.11
ORD00001572,0,normal,not_requested,0,47.34
